optaPersonId,firstName,lastName,Speed PC1,Dynamic Movement/Acceleration PC1,Attacking Runs PC1,Creation PC1,Goals PC1,Ball Carrying PC1,BTL PC1,Pressing PC1,1v1 Att PC1,Aerial Presence PC1
204742,Yassine,Benrahou,0.226976505,0.799049369,0.738496116,0.110468355,0.665959899,0.382622837,0.557421121,0.130227362,0.180720577,0.880713842
179536,Efthymios,Koulouris,0.09613508,0.614508822,0.457828662,0.224150429,0.557002295,0.436502404,0.953547107,0.917793613,0.191468117,0.422360706
551205,Gabriel,Misehouy,0.074702347,0.85231559,0.898962888,0.994156984,0.860312331,0.979496715,0.463411206,0.860818317,0.923129255,0.807533718
208583,Takuma,Nishimura,0.182294819,0.674293191,0.000118644,0.086609343,0.227618116,0.162360068,0.20320176,0.255175302,0.379771324,0.116202446
433145,Pedro António,Pereira Gonçalves,0.523357783,0.820746299,0.782111631,0.242099281,0.918743947,0.548744308,0.906510994,0.204614885,0.278334542,0.787824776
465351,Matheus Luiz,Nunes,0.015824175,0.534073876,0.640571186,0.826132611,0.193999522,0.613898884,0.428204142,0.288802588,0.122266681,0.911905557
502233,André Filipe,Russo Franco,0.069509366,0.57130627,0.807257124,0.679093527,0.789959409,0.120045763,0.771153822,0.815238307,0.325357568,0.424632303
457992,Bruno,Duarte da Silva,0.01678749,0.080110693,0.037227005,0.03927645,0.478525488,0.716643386,0.378000252,0.499120962,0.141078568,0.319550188
432923,Leonardo,Miramar Rocha,0.192333819,0.334209642,0.145505761,0.784407693,0.891450568,0.310668568,0.353371968,0.854390443,0.040274638,0.986496889
460110,Kyogo,Furuhashi,0.615679342,0.975477125,0.388726529,0.529411099,0.053381718,0.724150723,0.013428938,0.849951678,0.599361916,0.500686047
439492,Lewis,Ferguson,0.77726964,0.816583869,0.935344468,0.017692647,0.870931844,0.605371626,0.914561598,0.136318464,0.539617059,0.230272928
474289,Hugo,Vallejo,0.544932466,0.988578321,0.284769443,0.142631155,0.053883287,0.335296501,0.519933609,0.618814539,0.143650698,0.689963424
492382,Oscar,Schönfelder,0.601075493,0.043977494,0.352163959,0.520349383,0.485515006,0.22178514,0.322918315,0.651669859,0.052566013,0.593548727
497731,Cian,Hayes,0.96172381,0.769661675,0.111278562,0.384214755,0.976028936,0.753781332,0.194368163,0.116020711,0.021476347,0.040479202
444284,Andrés,Martín,0.47515361,0.508186632,0.879969538,0.128809319,0.144653169,0.247244028,0.451897258,0.192058166,0.124989829,0.675952158
233723,Nikola,Krstovic,0.025344672,0.324218527,0.917320615,0.395139745,0.391435441,0.508246483,0.527940308,0.953021075,0.369275748,0.121780554
185527,Dereck,Kutesa,0.249698394,0.131010502,0.039686983,0.854698566,0.984376571,0.015174917,0.082911641,0.650545956,0.938564103,0.998052919
500787,Brahima,Diarra,0.988533708,0.36399839,0.129754028,0.978809649,0.504121646,0.610697627,0.730394957,0.769631335,0.232912514,0.376584296
503726,Matthis,Abline,0.721087515,0.32791539,0.530788619,0.701115007,0.630898309,0.669582922,0.794157289,0.88545597,0.685145812,0.664966658
462811,Marvin,Çuni,0.51060455,0.418254726,0.321286487,0.100370739,0.354106643,0.851120369,0.97142435,0.628933935,0.669148543,0.479266799
199670,Odsonne,Édouard,0.760350659,0.981293311,0.471165302,0.821839112,0.52829885,0.024903082,0.134600639,0.175560747,0.436468535,0.418968345
465750,Andrija,Radulovic,0.179775266,0.589219689,0.691865403,0.732356751,0.174595123,0.383028194,0.467511776,0.391181747,0.8517245,0.572339418
465777,Milos,Pantovic,0.35080733,0.156343928,0.475477541,0.479370863,0.357643119,0.460595513,0.724139212,0.353345786,0.383443052,0.915697756
465766,Ilija,Babic,0.596568701,0.682302102,0.767434233,0.81889726,0.465438144,0.691208451,0.464110012,0.089651323,0.932759881,0.258347896
533719,Adrian,Blake,0.189282081,0.806430827,0.753696049,0.310841031,0.981019948,0.217439804,0.096994859,0.592408381,0.438049942,0.645584628
477415,Niko,Jankovic,0.811985894,0.607778621,0.226036227,0.588911759,0.591336174,0.095640872,0.307594183,0.396557721,0.102510919,0.910387628
493348,Djeidi,Gassama,0.191894573,0.532985363,0.177260213,0.471011604,0.25933436,0.253015611,0.104332418,0.399675032,0.572955823,0.677969339
486613,Anderson,Oliveira Silva,0.436087909,0.668085845,0.815245856,0.015654809,0.307165587,0.114487009,0.51203834,0.992878954,0.934750619,0.889998639
205992,Chimy,Ávila,0.512917547,0.11005968,0.283329304,0.798632958,0.71836928,0.084683427,0.138459031,0.911352272,0.293837398,0.025789156
222393,Pedro Raúl,Garay da Silva,0.088841541,0.795164599,0.164513175,0.659166662,0.203863261,0.132123116,0.17332541,0.920998812,0.500432266,0.99734603
424488,Cole,Bassett,0.377815013,0.096684899,0.043144664,0.674457302,0.670317845,0.577980397,0.085443002,0.14205591,0.011217854,0.507413935
438673,Carlos,Palacios,0.452406326,0.235948669,0.32879174,0.74260381,0.390736829,0.75755722,0.721281857,0.375007954,0.582786109,0.536785397
510663,Hugo,Ekitike,0.747105734,0.863013104,0.054138274,0.065122556,0.524926446,0.786539543,0.44058871,0.228870464,0.598294732,0.417934847
204254,Omir,Fernandez,0.961450041,0.592770243,0.21063805,0.134713014,0.370905956,0.12892513,0.861449403,0.261381891,0.598566224,0.848551734
502071,Michel,Araújo,0.206801275,0.078292291,0.748280517,0.21627967,0.560998552,0.796177633,0.221408608,0.015191588,0.099537282,0.687296842
486206,Patrick,Wimmer,0.525119625,0.456670586,0.073591726,0.405453943,0.768744893,0.286037055,0.697021197,0.625017089,0.952999581,0.360757102
477838,Jacob,Shaffelburg,0.379710457,0.639232617,0.544224218,0.108131604,0.499704597,0.451564531,0.848034956,0.07738261,0.697445098,0.092712268
493014,Oliver,Edvardsen,0.959732643,0.747885213,0.778447241,0.437602364,0.05509058,0.110072817,0.605405724,0.359006104,0.341603121,0.765168205
457887,Osman,Bukari,0.962029477,0.009690972,0.584188707,0.364316922,0.64248896,0.627127751,0.097843973,0.58588898,0.61578973,0.237726075
503469,Vladislav,Shitov,0.669700483,0.923380395,0.199788676,0.543973167,0.968659875,0.338521,0.533680855,0.11400298,0.922930482,0.861249145
458291,Bastián,Yáñez,0.378360691,0.5107279,0.464805287,0.164632639,0.495634761,0.713044717,0.301961945,0.441748772,0.540723232,0.413332472
524039,Nene,Dorgeles,0.554364292,0.392953294,0.477765413,0.154955942,0.880074892,0.693596249,0.662663512,0.161706196,0.208430893,0.555877674
422597,Robert,Morales,0.851989599,0.002505756,0.996769547,0.263731091,0.258625017,0.88010779,0.092767942,0.597036784,0.082560504,0.009943382
438398,Terem,Moffi,0.867953885,0.896521658,0.63518629,0.479227779,0.764101813,0.75504744,0.593579192,0.843315071,0.541822135,0.018827215
490245,Ringo,Meerveld,0.122269509,0.551585945,0.05667046,0.623235435,0.235031304,0.38120176,0.289275958,0.775912826,0.648805257,0.396888051
224481,Vitor Hugo,Naum dos Santos,0.418620741,0.46986522,0.10577538,0.602227536,0.078338741,0.215437829,0.037917744,0.479625166,0.347913645,0.494766491
247163,Shamar,Nicholson,0.859155089,0.826374014,0.34949416,0.788400726,0.40737387,0.597358451,0.355073589,0.502152435,0.464048868,0.289558765
203389,Nathan,Tella,0.343561745,0.880145803,0.439082555,0.817226334,0.61753907,0.098821607,0.264117272,0.095191241,0.571471588,0.135937737
502222,Ramón,Sosa,0.914993201,0.508211134,0.12021369,0.392806098,0.784915134,0.565128898,0.501494919,0.24753175,0.624929617,0.775943175
223406,Meschack,Elia,0.196305247,0.725990332,0.411649508,0.770703822,0.875306168,0.08476927,0.796435045,0.895637561,0.270686778,0.346659047
450542,Jesurun,Rak-Sakyi,0.902167822,0.188414184,0.984425192,0.292767694,0.715626478,0.886139216,0.605903069,0.940468436,0.056573577,0.804661471
443296,Theo,Corbeanu,0.782844635,0.883594297,0.258315592,0.944748155,0.125395023,0.580705876,0.517839362,0.498347306,0.171640515,0.970105089
500957,Enis,Destan,0.181436726,0.199448982,0.064422555,0.875776035,0.820380938,0.876095151,0.912693234,0.459384513,0.82829775,0.323806283
503139,Alex,Scott,0.280873003,0.840780534,0.424048993,0.511423919,0.317976967,0.817198818,0.042709526,0.927626401,0.484741195,0.735514973
521595,Luca,Schuler,0.033703811,0.527004833,0.453013656,0.117033152,0.060574024,0.916122226,0.260227661,0.054854992,0.702403822,0.958737555
220369,Steffen,Tigges,0.288293107,0.344144826,0.042210776,0.420711721,0.2684606,0.554799764,0.038686447,0.574021883,0.78090595,0.441436359
534392,Mason,Burstow,0.095763395,0.016779305,0.364318937,0.030193524,0.578958503,0.84833991,0.066596099,0.524274483,0.785372313,0.713352306
532595,Gabriel,Teixeira Aragão,0.643099475,0.497697702,0.507940768,0.206900764,0.366181646,0.387715946,0.105270923,0.542818347,0.286855369,0.561127828
431245,Mostafa Mohamed Ahmed,Abdalla,0.346602486,0.869401452,0.81859465,0.811725446,0.654979244,0.813213538,0.398253303,0.729869024,0.947757518,0.345160675
520295,David Datro,Fofana,0.356293211,0.333515815,0.008270274,0.004362103,0.386145326,0.029888462,0.547981308,0.706041986,0.021116061,0.241262841
524171,Freddie,Draper,0.983273614,0.72481683,0.899416528,0.419216362,0.839253203,0.999071401,0.437409354,0.587073585,0.105345655,0.064809716
608176,George,Ilenikhena,0.624664125,0.105933589,0.895794094,0.487358196,0.954279549,0.634674937,0.202464799,0.353245292,0.939427418,0.66026583
532104,Sambou,Soumano,0.362061132,0.36014251,0.685056175,0.996849353,0.990872374,0.955239828,0.578490112,0.720969459,0.350869232,0.728461146
217245,Danel,Sinani,0.336539133,0.748708638,0.742703919,0.338685373,0.678653025,0.96824768,0.166151021,0.990512686,0.10574643,0.533901719
494252,Nicholas,Gioacchini,0.2286,0.913132104,0.241161282,0.729054584,0.206140191,0.889141822,0.079388682,0.346903628,0.201187991,0.157839675
437958,Ricardo Manuel,Pinho Matos,0.957153239,0.601903702,0.436133935,0.43176887,0.876687098,0.603278993,0.47246674,0.180597792,0.717871808,0.666149241
559827,Kamory,Doumbia,0.309522266,0.965849426,0.516266803,0.354267979,0.706532995,0.795856612,0.869264131,0.408122247,0.618922067,0.935649299
514355,Baris Alper,Yilmaz,0.669426865,0.904188241,0.893295005,0.733069669,0.709642448,0.56402152,0.236117707,0.272630118,0.688138003,0.598406276
540323,Billal,Messaoudi,0.403103532,0.878188754,0.682548897,0.59557226,0.032539503,0.24814854,0.80201361,0.880979812,0.820151812,0.110349402
578428,Kyliane,Dong,0.428143922,0.764067203,0.537054118,0.602308503,0.963376436,0.1380942,0.230891775,0.048660645,0.841570631,0.11066233
464269,Adriel,Ba Loua,0.338482719,0.778589195,0.66545405,0.326376574,0.634397574,0.511904527,0.860417603,0.602497151,0.732040707,0.162594818
561219,Giuseppe,Ambrosino,0.999206084,0.043079574,0.462760629,0.256928829,0.202551308,0.884771435,0.123324307,0.381390583,0.148874373,0.913210216
557005,Ilias,Sebaoui,0.601440516,0.449880326,0.130616758,0.154229856,0.128076586,0.460131354,0.539590755,0.961818632,0.373823364,0.882572132
530570,Mamadou,Camara,0.234657458,0.427751872,0.983857669,0.834436037,0.89248086,0.92573304,0.659870872,0.571337311,0.762689312,0.959257296
579203,Jovan,Mijatovic,0.727102915,0.098303728,0.381957471,0.53694686,0.932797086,0.583353835,0.698394587,0.744405717,0.11678612,0.836556139
519632,Daniel,Fila,0.370228626,0.31635049,0.030666113,0.677079886,0.872214806,0.744853776,0.836258635,0.905372852,0.270509337,0.727727687
501144,Jayden,Wareham,0.838290954,0.389092655,0.390626405,0.526377192,0.523425549,0.452684245,0.053766996,0.233871436,0.991578616,0.295960615
204246,Thaciano Mickael,da Silva,0.918844182,0.102332994,0.458133668,0.238382491,0.894607416,0.769723515,0.618968213,0.787740734,0.831095606,0.126885395
250182,Aiyegun,Tosin,0.164499714,0.462860575,0.635768799,0.017331019,0.743569444,0.048139844,0.198711376,0.828720941,0.351300392,0.85227061
513431,Igor,Matanovic,0.633289441,0.817363946,0.728524133,0.206574565,0.808534018,0.993707872,0.181861696,0.467914864,0.824657416,0.44387862
508347,Gabriel,Vidovic,0.506267057,0.873620652,0.51016996,0.431079222,0.375401761,0.958828098,0.913580776,0.9215983,0.909689004,0.865406264
518791,Kyle,Hudlin,0.414547573,0.052562726,0.599568632,0.715365628,0.99524216,0.966677177,0.201929422,0.252100602,0.249332671,0.597971962
489841,Azzedine,Ounahi,0.674434845,0.572709703,0.124595673,0.486118206,0.062424291,0.947148089,0.716407431,0.367944528,0.398291924,0.0198029
498708,Leonardo Augusto,dos Santos Pereira,0.106505577,0.007121769,0.366060997,0.53741369,0.028889589,0.434930257,0.144400325,0.313115184,0.273597793,0.179996132
217646,Bruno Rafael,Rodrigues do Nascimento,0.709035411,0.070399478,0.929102343,0.98700325,0.45684144,0.70539697,0.788379726,0.902104569,0.419862461,0.558723206
449300,Randy,Nteka,0.672723106,0.850039239,0.861422313,0.328392417,0.604784802,0.627962969,0.870791379,0.561832675,0.200763594,0.413969
434078,Isi,Palazón,0.362939692,0.437678128,0.631223057,0.941203754,0.482493901,0.24150783,0.625720534,0.733674051,0.005663167,0.741723654
459655,Sydney,van Hooijdonk,0.094245141,0.577135849,0.548512598,0.510096906,0.564577693,0.061592702,0.9194806,0.823029828,0.751868401,0.111892481
524463,Mateo,Pellegrino,0.484945956,0.455768418,0.750475038,0.078817989,0.392136248,0.095994716,0.672305564,0.157957164,0.898915069,0.495005891
544794,Ricardo Jorge,Oliveira António,0.922298399,0.752227918,0.199154995,0.890022613,0.265565123,0.322599015,0.474885751,0.135252253,0.83483758,0.105664491
510442,Francisco Miguel,Ribeiro Tomé Tavares Bondoso,0.982119834,0.952107347,0.634326538,0.318164862,0.431780078,0.087111424,0.77326009,0.210921628,0.890454173,0.852676015
533965,Alejandro,Martínez,0.479218198,0.250390796,0.940898173,0.533489167,0.902621211,0.182778789,0.942335496,0.997077615,0.042878782,0.380279552
205308,Jae-Sung,Lee,0.114331424,0.334641491,0.910086501,0.45696958,0.569638018,0.087719813,0.92085374,0.445338722,0.469575319,0.011854654
544773,Renato,Barbosa dos Santos Júnior,0.999817946,0.157062081,0.326394,0.383466947,0.024927031,0.403644063,0.238320213,0.984499159,0.814431189,0.535916137
469130,Lorenzo,Lucca,0.731099863,0.601410606,0.220751365,0.883238453,0.162833317,0.557855393,0.223795047,0.968520948,0.525165797,0.195888334
444914,André,Oliveira Silva,0.674979672,0.400488435,0.575792549,0.987199614,0.591191009,0.951178024,0.853274878,0.284432609,0.935992048,0.526107894
532393,Marcos Vinicios,Lopes Moura,0.52432435,0.084185613,0.952102059,0.674809977,0.729842692,0.26463333,0.932861313,0.602619011,0.335223102,0.136144023
153758,Leonardo,Mancuso,0.760873555,0.366991236,0.551314792,0.900913681,0.996235185,0.977106759,0.178251316,0.359561938,0.250953862,0.869021825
224297,Stéphane,Diarra,0.721411676,0.882769431,0.63809712,0.444939159,0.262426586,0.042428779,0.41609841,0.422886632,0.231881374,0.46971718
544572,Franco,Zapiola,0.674719609,0.512388662,0.461841822,0.217144503,0.125916214,0.632993543,0.262948584,0.275160176,0.66316877,0.569502284
451798,Gustavo,del Prete,0.089067718,0.86135425,0.572030621,0.457548476,0.855832966,0.384603362,0.993931595,0.905579315,0.069980705,0.761201246
511182,Ilan,Kebbal,0.422842328,0.605876999,0.36514522,0.06198858,0.945031482,0.063654543,0.270959422,0.453348751,0.149813333,0.381559499
162344,Philip,Zinckernagel,0.455394306,0.334980908,0.729532124,0.981105678,0.424126292,0.790430444,0.881592906,0.833045676,0.560229365,0.087507019
231518,James,Scott,0.797159001,0.168666393,0.877841698,0.833993036,0.630919448,0.013086876,0.744053611,0.500584512,0.843753333,0.944775436
160584,Joe,Ward,0.460288603,0.538058525,0.393890667,0.652883182,0.612684802,0.03722825,0.819924727,0.039793814,0.823245609,0.505857352
173848,Antonio-Mirko,Colak,0.571726498,0.651719007,0.485989717,0.3081227,0.918220151,0.10194142,0.473126774,0.0897405,0.774451247,0.861167618
250601,Shinta,Appelkamp,0.358504835,0.56437926,0.946234627,0.166732592,0.918927469,0.445145802,0.235267353,0.653792028,0.397807581,0.519424149
440643,Fabrício Daniel,de Souza,0.33189283,0.889425283,0.119578013,0.819962297,0.548240814,0.410371118,0.305716794,0.520841473,0.289996017,0.210716279
546282,Javier,Martón,0.357316135,0.487705539,0.978141648,0.346039187,0.747685869,0.680860344,0.772061643,0.832478483,0.666590188,0.91484796
535676,Lukas,Kacavenda,0.372128537,0.094854856,0.283458415,0.322966503,0.59937437,0.569235375,0.210871303,0.125717209,0.759124332,0.112466808
205886,Levan,Shengelia,0.502323069,0.851481195,0.452104703,0.285165383,0.204542359,0.776938077,0.336321243,0.862163803,0.749331807,0.574827063
243498,Djorkaeff,Reasco,0.662222627,0.634095422,0.480763828,0.357184782,0.682768181,0.834290817,0.836634958,0.829559632,0.736403123,0.576305887
248586,Adi,Nalic,0.732169795,0.883587586,0.296228598,0.901763313,0.09055138,0.790880037,0.185607506,0.673571964,0.91948664,0.089241007
212668,Kevin,Behrens,0.009621035,0.347294577,0.225618008,0.86323288,0.611870908,0.551191541,0.047770744,0.253417851,0.437511598,0.744743032
459656,Marius,Mouandilmadji,0.766028118,0.894085626,0.981980942,0.415012942,0.868421111,0.000238645,0.229030659,0.190258172,0.954908525,0.925394755
441631,Michael,Breij,0.854697124,0.282303109,0.012898376,0.59204635,0.164918753,0.234452666,0.619985887,0.949028331,0.49213977,0.239809595
80063,Martin,Boyle,0.445635467,0.382028766,0.353085089,0.741794855,0.581319159,0.959346597,0.562282276,0.252347634,0.462836035,0.581820455
544865,Tijjani,Noslin,0.007795635,0.672172447,0.286923805,0.96998494,0.20035265,0.635224414,0.820321221,0.186222742,0.935714594,0.608489191
208749,Luuk,Brouwers,0.921681565,0.2571119,0.055966855,0.989934519,0.112705833,0.112709131,0.983293389,0.30118592,0.126320141,0.207918831
552784,Dominik,Marczuk,0.222328242,0.248157325,0.11820529,0.030956753,0.275067324,0.651949319,0.066808786,0.417732351,0.441691341,0.18074637
501849,Dickson,Abiama,0.781100943,0.735943469,0.122542299,0.081389531,0.871605804,0.763197836,0.864787985,0.567773005,0.387054347,0.856421534
225991,Tyler,Smith,0.398289614,0.966028343,0.346352687,0.308355054,0.253027817,0.783479923,0.108414476,0.773508227,0.576052054,0.966416764
577107,Endrick Felipe,Moreira de Sousa,0.9009572,0.860043543,0.501517403,0.376996338,0.006070734,0.365531088,0.1290737,0.084483719,0.5097138,0.08389144
564952,Ibrahim,Salah,0.44178282,0.961052981,0.961491852,0.965888344,0.239708939,0.721130951,0.185143004,0.307324776,0.92223133,0.357685732
